Team,Medal
Czech Republic,NA
Czech Republic,NA
Romania,Bronze
Unified Team,NA
Greece,NA
Greece,NA
Croatia,Bronze
Austria,Bronze
Austria,NA
Ukraine,Gold
Brazil,NA
Italy,NA
Croatia,NA
Yugoslavia,NA
Armenia,NA
Greece,NA
Greece,Gold
Czech Republic,NA
Russia,NA
Russia,Gold
Russia,Bronze
Bulgaria,NA
Uzbekistan,NA
Ukraine,NA
Bulgaria,NA
Bulgaria,NA
Unified Team-2,Silver
Bulgaria,NA
Soviet Union,NA
Bulgaria,NA
Bulgaria,NA
Soviet Union,NA
Soviet Union,Bronze
Bulgaria,Bronze
Bulgaria,NA
Unified Team-2,NA
Russia-2,NA
Russia,NA
Russia-2,NA
Bulgaria,NA
Bulgaria,Bronze
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Soviet Union,Silver
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Uzbekistan,NA
Bulgaria,NA
Bulgaria,NA
Estonia,NA
Russia,NA
Russia,NA
Bulgaria,NA
Russia-3,NA
Russia-2,NA
Bulgaria,NA
Bulgaria,NA
Russia,Gold
Russia,NA
Russia,NA
Russia-1,Bronze
Bulgaria,Bronze
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,Silver
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Bulgaria,NA
Bulgaria,NA
Russia,Bronze
Russia,NA
Bulgaria,NA
Bulgaria,NA
Unified Team,Bronze
Russia,Bronze
Russia,NA
Russia,Bronze
Bulgaria,NA
Yugoslavia,Bronze
Montenegro,NA
Montenegro,NA
Yugoslavia,NA
Serbia and Montenegro,NA
Yugoslavia,Bronze
Yugoslavia,Silver
Croatia,Silver
Serbia,NA
Serbia,NA
Serbia,NA
Serbia,NA
Serbia,NA
Serbia,NA
Serbia,NA
Yugoslavia,NA
Yugoslavia,NA
Serbia,Bronze
Serbia and Montenegro,Bronze
Bosnia and Herzegovina,NA
Yugoslavia,Gold
Slovakia,NA
Slovakia,NA
Slovakia,NA
Slovakia,NA
Hungary,NA
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Italy,NA
Lithuania,NA
Russia,NA
Slovakia-1,NA
Slovakia,NA
Bulgaria,Bronze
Romania,NA
Romania,NA
Belarus,Bronze
Belarus,NA
Belarus,Bronze
Belarus,Gold
Belarus,Silver
Russia,NA
Russia,NA
Russia,NA
Soviet Union,Bronze
Soviet Union,Gold
Soviet Union,NA
Soviet Union,NA
Soviet Union,NA
Soviet Union,Bronze
Soviet Union,Bronze
Soviet Union,NA
Lithuania,NA
Lithuania,NA
Italy,NA
Brazil,NA
Canada,NA
Greece,NA
Austria,NA
Austria,NA
Norway,NA
Norway,Bronze
Norway,NA
Norway,Bronze
Norway,NA
Norway,Gold
Norway,NA
Norway,NA
Norway,Silver
Norway,Silver
Norway,Bronze
Norway,Gold
Norway,NA
Norway,NA
Norway,NA
Norway,NA
Norway,Gold
Norway,NA
Norway,NA
New Zealand,NA
New Zealand,NA
New Zealand,NA
New Zealand,NA
Sweden,NA
Sweden,NA
Sweden,Silver
Sweden,Silver
Sweden,NA
Sweden,Bronze
Sweden,Bronze
Sweden,NA
Sweden,Bronze
Sweden,NA
Sweden,NA
Sweden,NA
Sweden,NA
United States,NA
United States,NA
Italy,NA
Italy,Silver
Italy,NA
New Zealand,NA
United States,NA
United States,NA
United States,NA
United States,NA
United States,NA
United States,NA
United States,NA
Russia,Bronze
Russia,NA
Ukraine,NA
United States-2,NA
Russia,NA
Iceland,NA
Iceland,NA
East Germany,NA
East Germany,Gold
East Germany,Gold
United States,NA
Germany,NA
Germany,NA
Germany,NA
Germany-2,NA
Germany,NA
South Africa,NA
France,NA
New Zealand,NA
Czechoslovakia,NA
Azerbaijan,NA
Guam,NA
Guam,NA
Austria,NA
Austria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Jamaica,NA
Jamaica,NA
Bosnia and Herzegovina,NA
Italy,NA
Italy,NA
Italy,Gold
Italy,Gold
Italy,NA
Argentina,NA
Argentina,NA
United States,Bronze
Austria,NA
Austria,NA
Germany,NA
Germany,Bronze
Germany,NA
East Germany,Silver
East Germany,NA
Switzerland,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Austria,NA
Austria,NA
Austria,NA
West Germany,NA
West Germany,Bronze
West Germany,NA
West Germany,Silver
West Germany,Bronze
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
United States,NA
Liechtenstein,NA
Liechtenstein,NA
Austria,NA
Austria,NA
Austria,NA
Austria,NA
Austria,NA
New Zealand,NA
United States,NA
United States,NA
Germany,NA
United States,NA
United States,NA
West Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,Silver
Germany,NA
Germany,Bronze
Germany,NA
Germany,NA
West Germany,NA
Austria,NA
Austria,NA
Austria,NA
East Germany,NA
East Germany,Silver
South Africa,NA
Vietnam,NA
Vietnam,NA
Vietnam,NA
Vietnam,NA
Vietnam,NA
Vietnam,NA
Vietnam,NA
Vietnam,NA
Vietnam,NA
Vietnam,NA
Vietnam,NA
Vietnam,NA
Vietnam,NA
Vietnam,NA
Canada,NA
Thailand,NA
Thailand,NA
Thailand,NA
Thailand,NA
Malaysia,NA
Canada,NA
France,NA
United States,NA
United States,Gold
United States,NA
United States,NA
United States,NA
United States,NA
United States,NA
United States,Bronze
United States,Bronze
United States,Gold
United States,Gold
United States,Gold
United States,Gold
United States,Gold
United States,Gold
United States,Gold
United States,Gold
United States,Gold
United States,Gold
United States,Gold
United States,Gold
United States,Gold
United States,Gold
United States,Silver
United States,Gold
United States,Gold
United States,Silver
United States,Gold
United States,NA
United States,Gold
United States,Gold
United States,Gold
United States,Silver
United States,Gold
United States,Gold
United States,Gold
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,Bronze
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Thailand,NA
Laos,NA
United States,Gold
Georgia,NA
Vietnam,NA
Great Britain,NA
France,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Great Britain,NA
Great Britain,Bronze
Barbados,NA
Barbados,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Switzerland,NA
Switzerland,NA
West Germany,NA
Belgium,NA
Belgium,NA
Belgium,NA
Belgium,NA
Belgium,NA
Belgium,NA
Belgium,NA
Belgium,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
Australia,NA
Australia,NA
Australia,NA
Netherlands,NA
Sweden,NA
Sweden,NA
Sweden,NA
British Virgin Islands,NA
Grenada,NA
India,NA
Grenada,NA
Trinidad and Tobago,NA
Trinidad and Tobago,NA
Trinidad and Tobago,NA
South Africa,NA
Australia,NA
United States,Gold
Jamaica,NA
Jamaica,NA
Jamaica,NA
Jamaica,NA
Zimbabwe,Gold
Australia,NA
New Zealand,NA
New Zealand,NA
New Zealand,NA
New Zealand,NA
New Zealand,NA
New Zealand,NA
New Zealand,NA
United States,NA
United States,Gold
Australia,Silver
Australia,NA
United States,NA
New Zealand,NA
Jamaica,NA
Australia,NA
Australia,Silver
Australia,NA
Canada,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,Silver
Cayman Islands,NA
Jamaica,NA
Jamaica,NA
Jamaica,NA
Great Britain,NA
Great Britain,NA
United States,NA
United States,NA
United States,NA
United States,NA
United States,NA
Great Britain,NA
Great Britain,Silver
Fiji,NA
Fiji,NA
Fiji,NA
Fiji,NA
Fiji,NA
Fiji,NA
Canada,NA
Canada,NA
Fiji,NA
Fiji,NA
Fiji,NA
Fiji,NA
United States,NA
United States,Bronze
United States,NA
United States,NA
United States,NA
United States,NA
United States,NA
Canada,NA
United States,NA
United States,NA
Great Britain-2,NA
Great Britain-2,NA
Great Britain-2,NA
South Africa,NA
South Africa,NA
South Africa,NA
Zambia,NA
Zambia,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
India,NA
India,NA
South Africa,NA
Myanmar,NA
Myanmar,NA
Laos,NA
Laos,NA
Thailand,NA
Cambodia,NA
Laos,NA
Laos,NA
Laos,NA
Thailand,NA
Thailand,NA
Thailand,NA
Thailand,NA
Thailand,NA
Thailand,NA
Georgia,NA
Georgia,NA
Georgia,NA
Georgia,NA
Georgia,NA
Georgia,NA
Thailand,NA
Thailand,NA
North Korea,NA
Ukraine,Silver
France,NA
France,NA
France,NA
Italy,NA
Germany,NA
Italy,Silver
China,NA
China,NA
China,NA
Norway,Silver
Poland,NA
France,NA
Poland,NA
Poland,NA
Poland,NA
Slovakia,NA
Slovakia,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Brazil,NA
United States,Silver
Italy,Bronze
Italy,NA
Uruguay,NA
Uruguay,NA
France,NA
France,NA
France,NA
France,NA
France,Bronze
France,Gold
France,NA
France,Silver
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Guatemala,NA
Philippines,NA
Philippines,NA
Italy,NA
Italy,NA
Italy,NA
Canada,NA
Canada,NA
Canada,NA
Canada-2,NA
France,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Thailand,NA
Thailand,NA
Thailand,NA
United States,NA
United States,NA
United States,NA
United States,NA
Switzerland-2,NA
West Germany,NA
West Germany,Bronze
Czech Republic,NA
Russia,NA
Russia,NA
Unified Team,NA
Ukraine,NA
Ukraine,NA
Romania,NA
Czechoslovakia,NA
New Zealand,NA
United States Virgin Islands,NA
United States Virgin Islands,NA
United States Virgin Islands,NA
Germany,NA
Germany,NA
Australia,NA
Fiji,NA
Fiji,NA
Fiji,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Fiji,NA
Fiji,NA
Fiji,NA
Fiji,NA
Fiji,NA
Fiji,NA
Fiji,NA
Fiji,NA
Fiji,NA
Fiji,NA
Fiji,NA
Fiji,NA
Fiji,NA
Fiji,NA
Great Britain,NA
Australia,NA
United States,NA
Canada,NA
Canada,NA
Spain,Silver
France,NA
France,Gold
France,NA
France,Gold
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,Gold
Ukraine,NA
Ukraine,NA
Ukraine,NA
Soviet Union,Bronze
Ukraine,NA
Ukraine,NA
Indonesia,NA
Dominican Republic,Bronze
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Brazil,NA
Brazil,NA
Brazil,NA
Brazil,NA
Ecuador,NA
Ecuador,NA
Ecuador,NA
Ecuador,NA
Netherlands,NA
Netherlands,NA
Poland,NA
Poland,NA
Poland,NA
Finland,NA
Finland,NA
Poland,NA
Ukraine,NA
West Germany,Bronze
West Germany,NA
West Germany,NA
West Germany,NA
West Germany,NA
Netherlands,NA
Netherlands,NA
Belgium,NA
Italy,NA
South Africa,NA
Finland,NA
Finland,NA
Finland,NA
Finland,NA
Germany,Bronze
Germany,NA
Spain,NA
Italy,Silver
Italy,NA
Italy,Bronze
United States,Bronze
United States,NA
United States,NA
France,NA
France,NA
France,NA
France,NA
France-2,NA
Romania,NA
Romania,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Argentina,NA
Italy,NA
Italy,NA
Netherlands,NA
Netherlands,NA
Netherlands,NA
United States,NA
United States,NA
United States,Gold
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
Haiti,NA
France,NA
France,NA
France,NA
France,NA
France,NA
Cuba,Silver
Trinidad and Tobago,NA
Mauritius,NA
Uruguay,NA
France,NA
France,NA
France,NA
France,NA
Canada,NA
Canada,NA
Canada,NA
Germany,NA
United States,NA
United States,NA
Poland,NA
Netherlands,NA
Belgium,NA
Australia,NA
Netherlands,NA
Netherlands,NA
Netherlands,NA
Belgium,NA
Belgium,NA
South Africa,NA
Netherlands,NA
Finland,NA
Finland,NA
Finland,NA
Sweden,NA
Sweden,NA
Sweden,NA
Sweden,NA
Sweden,NA
Sweden,NA
Canada,NA
Canada,Gold
Germany,NA
France,NA
Argentina,NA
Italy,NA
Italy,NA
Italy,NA
France,NA
France,NA
France,NA
France,Gold
France,NA
France,Bronze
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Germany,NA
Canada,NA
Canada,NA
Canada,NA
East Germany-1,Bronze
East Germany-1,Gold
Great Britain,NA
Hungary,Silver
Hungary,NA
Hungary,NA
Puerto Rico,NA
Italy,NA
Australia,NA
Suriname,NA
Suriname,NA
Suriname,NA
Spain,NA
Spain,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Sweden,NA
Sweden,NA
Finland,NA
Finland,NA
Finland,NA
Finland,NA
Finland,NA
Finland,Bronze
Estonia,NA
Estonia,NA
Denmark,NA
Denmark,NA
Finland,NA
Finland,NA
Finland,NA
Finland,NA
Finland,NA
Finland,NA
Finland,NA
Finland,NA
Finland,Silver
Finland,NA
Serbia,Bronze
Serbia,Bronze
Serbia,Gold
Serbia,Bronze
Serbia,Gold
Netherlands,NA
Kazakhstan,NA
Australia,NA
Cuba,NA
Congo (Kinshasa),NA
Finland,NA
Finland,NA
Finland,NA
Finland,NA
Finland,NA
Estonia,NA
Estonia,NA
Estonia,NA
Estonia,NA
Estonia,NA
Estonia,NA
Estonia,NA
Finland,NA
Finland,NA
Slovenia,NA
Slovenia,NA
Australia,NA
Australia,NA
Latvia,NA
Latvia,NA
Latvia,NA
Latvia,NA
Latvia,NA
Poland,NA
Poland,NA
United States,NA
United States,Silver
Colombia,NA
Greece,NA
Poland,NA
Greece,NA
Cyprus,NA
Cyprus,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Barbados,NA
Barbados,NA
Denmark,NA
Honduras,NA
Soviet Union,Bronze
Austria,NA
Austria,NA
Austria,NA
Kazakhstan,NA
Kazakhstan,NA
Kazakhstan,NA
Kazakhstan,NA
Ukraine,NA
Brazil,NA
India,NA
India,NA
India,NA
India,NA
South Africa,NA
Seychelles,NA
India,NA
United States,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
France,NA
France,NA
France,NA
Italy,NA
Italy,NA
Italy,NA
Italy,Silver
Italy,NA
Italy,Bronze
Italy,Gold
Italy,Silver
Italy,NA
Italy,NA
Italy,NA
France,NA
France,Silver
France,NA
France,Gold
France,NA
France,Gold
Austria,NA
France,Bronze
France,Gold
Austria,NA
Norway,NA
Canada,NA
Germany,NA
Russia,Silver
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Soviet Union,Silver
Soviet Union,NA
Unified Team,NA
Soviet Union,Silver
Soviet Union,NA
Unified Team,NA
Portugal,Silver
Portugal,NA
Portugal,NA
Brazil,NA
Bermuda,NA
Peru,NA
Peru,NA
Venezuela,NA
Aruba,NA
Cuba,NA
Thailand,NA
Thailand,NA
Ghana,NA
Italy,NA
Cape Verde,NA
Cape Verde,NA
Cape Verde,NA
Dominican Republic,NA
Portugal,NA
Portugal,NA
Portugal,NA
Spain,NA
Spain,NA
Spain,NA
Venezuela,Silver
Greece,NA
Greece,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Italy,NA
Moldova,NA
Poland,NA
Poland,NA
Poland,NA
Bahamas,NA
Bahamas,Gold
Bahamas,NA
Bahamas,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Australia,Gold
Australia,Silver
Australia,NA
Australia,NA
Australia,NA
Australia,Silver
France,NA
France,Silver
Canada,NA
France,NA
Colombia,NA
Colombia,NA
Colombia,NA
Colombia,NA
Guatemala,NA
Mexico,NA
Argentina,Silver
Colombia,NA
Venezuela,NA
Venezuela,NA
Colombia,NA
Guatemala,NA
Mexico,NA
El Salvador,NA
Mexico,NA
Mexico,NA
Mexico,NA
Mexico,NA
Mexico,NA
Mexico,NA
Mexico,NA
Mexico,NA
Mexico,NA
Mexico,NA
Mexico,NA
Mexico,NA
Mexico,NA
Mexico,NA
Venezuela,NA
Venezuela,NA
Spain,Bronze
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Dominican Republic,NA
Canada,NA
Canada,NA
United States-1,NA
Brazil,Silver
India,NA
Germany,NA
Germany,Bronze
Germany,NA
Germany,Bronze
Brazil,NA
Sao Tome and Principe,NA
Brazil,NA
Brazil,NA
Portugal,NA
Portugal,NA
Portugal,NA
Portugal,NA
Portugal,NA
Portugal,NA
Portugal,NA
Portugal,NA
Brazil,NA
Papua New Guinea,NA
Papua New Guinea,NA
Papua New Guinea,NA
Papua New Guinea,NA
Papua New Guinea,NA
Papua New Guinea,NA
Papua New Guinea,NA
Papua New Guinea,NA
Papua New Guinea,NA
Soviet Union,NA
Soviet Union,Gold
Spain,Gold
Thailand,NA
Great Britain,NA
United States,NA
New Zealand-2,NA
Great Britain,NA
Jamaica,NA
Germany,NA
Italy,NA
Colombia,NA
Angola,NA
Angola,NA
Italy,NA
Italy,NA
Great Britain,Gold
Great Britain,Gold
Great Britain,Gold
Great Britain,Gold
Great Britain,NA
Great Britain,NA
Great Britain,NA
Germany,NA
Soviet Union,Bronze
Ecuador,NA
Slovenia,NA
Slovenia,NA
Slovenia,NA
Canada,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Belgium,NA
Belgium,NA
Belgium,NA
Belgium,NA
Belgium,NA
Hungary,NA
Hungary,NA
Hungary,NA
Hungary,NA
Austria,NA
Austria,NA
Austria,NA
Hungary,NA
Austria,NA
Austria,NA
Hungary,NA
Hungary,NA
Romania,NA
Romania,NA
Italy,NA
Malawi,NA
Portugal,NA
Venezuela,NA
Venezuela,NA
Venezuela,NA
Venezuela,NA
Venezuela,NA
Venezuela,NA
Venezuela,NA
Venezuela,NA
Venezuela,NA
Portugal,NA
Portugal,NA
Portugal,NA
Portugal,NA
Portugal,NA
Notavel,NA
Portugal,NA
Portugal,NA
Galopin De La Font,NA
Brazil,NA
Brazil,NA
Brazil,NA
Brazil,NA
Brazil,NA
Brazil,NA
Brazil,NA
Colombia,NA
Colombia,NA
Portugal,NA
Portugal,NA
Portugal,NA
Portugal,NA
Portugal,NA
Venezuela,NA
Brazil,NA
Paraguay,NA
Portugal,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Venezuela,NA
Venezuela,NA
Malawi,NA
Italy,NA
Italy,NA
France,Bronze
France,NA
France,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Italy,NA
Italy,NA
Moldova,NA
Moldova,NA
Moldova,NA
Italy,Bronze
Colombia,NA
Colombia,NA
Colombia,NA
Colombia,NA
Colombia,NA
Colombia,NA
Colombia,NA
Colombia,NA
Colombia,NA
Colombia,NA
Angola,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
France,NA
France,NA
South Africa,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
United States,Gold
Canada,Gold
Canada,Gold
Canada,Gold
Australia,NA
Australia,NA
Australia,NA
Belize,NA
Great Britain,NA
Cyprus,NA
Cyprus,NA
United States,NA
United States,NA
Brazil,NA
Brazil,NA
Brazil,NA
Romania,Silver
Romania,Gold
Romania,Gold
Romania,Gold
Romania,Bronze
United States,Gold
United States,Gold
Italy,Silver
Germany,NA
Germany,NA
France,NA
France,NA
Spain,NA
Belarus,NA
Belarus,NA
Belarus,NA
Belarus,NA
Romania,NA
Turkmenistan,NA
Turkmenistan,NA
Turkmenistan,NA
Turkmenistan,NA
Portugal-2,NA
Portugal,NA
Portugal,NA
Portugal,NA
Portugal,NA
France,NA
Sao Tome and Principe,NA
Romania,NA
Romania,NA
Canada,NA
Slovenia,NA
Slovenia,NA
Slovenia,NA
Slovenia,NA
Slovenia,NA
Turkey,Gold
Turkey,Bronze
New Zealand,NA
Italy,NA
Italy,NA
Spain,NA
Romania,NA
Finland,NA
Italy,NA
Italy,Bronze
Honduras,NA
Honduras,NA
Honduras,NA
Honduras,NA
Honduras,NA
Honduras,NA
Italy,NA
Thailand,NA
Dominican Republic,NA
Dominican Republic,NA
Romania,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Switzerland,NA
United States,NA
United States,NA
Italy,NA
Italy,NA
Finland,NA
Romania,NA
Pakistan,NA
Australia,NA
Australia,Gold
Italy,NA
Italy,NA
Kyrgyzstan,NA
Belarus,NA
Belarus,NA
Russia,Bronze
Romania,NA
Canada,NA
Israel,NA
Israel,NA
Russia,NA
Russia,NA
Russia,Silver
Belarus,NA
Yugoslavia,NA
Poland,NA
Poland,NA
Belarus,NA
Belarus,NA
Belarus,NA
Belarus,NA
Belarus,NA
Belarus,NA
Ukraine,NA
Ukraine,NA
Uzbekistan,NA
Uzbekistan,NA
Slovenia,NA
Slovenia,NA
Slovenia-2,NA
Austria,NA
Spain,NA
Spain,NA
Ukraine,NA
France,NA
Austria,NA
Italy,NA
Italy,NA
Italy,NA
South Africa,NA
South Africa,NA
Poland,NA
Colombia,NA
Mexico,NA
Mexico,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Portugal,NA
Romania,NA
Romania,NA
France,NA
France,NA
Spain,NA
Unified Team,NA
Finland,NA
Finland,Bronze
Finland,NA
Finland,NA
Finland,Bronze
Finland,NA
Finland,NA
Finland,Bronze
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Germany-2,NA
Germany,NA
Austria,NA
Austria,NA
Austria,NA
Lesotho,NA
Lesotho,NA
Australia,NA
Great Britain,NA
Panama,NA
Italy,NA
Italy,Bronze
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Australia,NA
Australia,NA
Australia,NA
Australia,NA
Australia,NA
Cook Islands,NA
Austria,NA
United States Virgin Islands,NA
Finland,NA
San Marino,NA
San Marino,NA
San Marino,NA
San Marino,NA
San Marino,NA
San Marino,NA
San Marino,NA
San Marino,NA
San Marino,NA
San Marino,NA
San Marino,NA
Yugoslavia,NA
Individual Olympic Athletes,NA
Czech Republic,NA
Czech Republic,NA
Czech Republic,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Thailand,NA
Thailand,NA
Chile,Bronze
Argentina,NA
Argentina,NA
Argentina,NA
Puerto Rico,NA
Mexico,NA
Mexico,NA
Mexico,NA
Puerto Rico,NA
Latvia,NA
Latvia,NA
Latvia,NA
Latvia,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Argentina,NA
Italy,NA
Italy,NA
Italy,Silver
Italy,NA
Italy,NA
Poland,NA
Poland,NA
Poland,NA
Spain,NA
Spain,NA
France,NA
Spain,NA
United States,NA
Argentina,NA
Great Britain,NA
West Germany,NA
United States,Bronze
United States,NA
Austria,NA
Austria,NA
Czech Republic,NA
Czech Republic,NA
Czech Republic,NA
Czech Republic,NA
Czechoslovakia,NA
Moldova,NA
United States-2,NA
Switzerland,NA
Switzerland,NA
Italy,NA
Netherlands,NA
Bosnia and Herzegovina,NA
Bosnia and Herzegovina,NA
Bosnia and Herzegovina,NA
Belarus,NA
Belarus,NA
Belarus,NA
Belarus,NA
Belarus,NA
Belarus,NA
Czechoslovakia,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Switzerland,NA
France,NA
France,NA
Puerto Rico,NA
Austria,NA
Austria,Bronze
Austria,NA
Austria,NA
Austria,NA
Germany,NA
Germany,NA
Germany,NA
Ghana,NA
Croatia,NA
Croatia,NA
Italy,NA
Hungary,NA
Italy,NA
United States,NA
United States,NA
Italy,NA
Italy-2,NA
Italy-2,NA
Italy-1,Bronze
Italy-2,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
United States,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Finland,NA
Finland,NA
Mexico,NA
Mexico,NA
Mexico,NA
Switzerland,NA
United States,NA
United States,NA
Germany,NA
Germany,NA
United States,NA
Greece,NA
Greece,NA
Argentina,NA
Argentina,NA
Argentina,NA
Argentina,NA
Argentina,NA
Mexico,NA
Mexico,NA
Mexico,NA
Mexico,Silver
Mexico,NA
Mexico,NA
Poland,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
West Germany,NA
Unified Team-3,NA
Russia-1,Gold
Russia-1,Gold
Canada,NA
Austria,NA
Austria,NA
Austria,NA
Switzerland,NA
Latvia,NA
Latvia-1,Bronze
Canada,Silver
Canada,NA
Canada,NA
Slovakia,NA
Slovakia,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Canada,NA
Spain,NA
Spain,Gold
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
Belarus,NA
Czech Republic,NA
Czech Republic,NA
Poland,NA
Romania,Silver
Soviet Union,Bronze
Soviet Union,NA
Unified Team,NA
Soviet Union,Bronze
Soviet Union,NA
Unified Team,NA
Belarus,NA
Soviet Union,NA
Soviet Union,NA
Czechoslovakia,NA
Netherlands,Bronze
Latvia,NA
Latvia,NA
Denmark,NA
Yugoslavia,NA
Individual Olympic Athletes,Bronze
Serbia and Montenegro,NA
Serbia and Montenegro,NA
Serbia and Montenegro,NA
Serbia and Montenegro,NA
Serbia and Montenegro,NA
Serbia and Montenegro,NA
Serbia and Montenegro,NA
Serbia and Montenegro,NA
Serbia,NA
Serbia,NA
Serbia,NA
Serbia,NA
Serbia,NA
France,NA
France,Bronze
France,NA
France,NA
France,NA
France,NA
France,NA
France,Bronze
Greece,NA
Poland,NA
Poland,NA
Canada,NA
France,NA
France,NA
Poland,NA
Poland,NA
Austria,NA
Canada,NA
Canada,NA
Moldova,NA
Moldova,NA
Czechoslovakia,NA
Czechoslovakia,Bronze
Czechoslovakia,Silver
Czechoslovakia,NA
Czechoslovakia,NA
East Germany,Gold
West Germany,Bronze
Italy,NA
Italy,NA
France,NA
Germany,Bronze
Ukraine,NA
Russia,NA
Kazakhstan,NA
Russia,Silver
Belarus,NA
Belarus,NA
Belarus,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Great Britain,NA
Austria,NA
West Germany,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
